"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","2 Jul 2026, 18:14","2 Jul 2026, 19:02","","Hip Abduction (Machine)",,"",1,"normal",71.25,14,,,
"Afternoon workout 💪","2 Jul 2026, 18:14","2 Jul 2026, 19:02","","Hip Abduction (Machine)",,"",2,"normal",71.25,11,,,
"Afternoon workout 💪","2 Jul 2026, 18:14","2 Jul 2026, 19:02","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,12,,,
"Afternoon workout 💪","2 Jul 2026, 18:14","2 Jul 2026, 19:02","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,10,,,
"Afternoon workout 💪","2 Jul 2026, 18:14","2 Jul 2026, 19:02","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,8,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Iso-Lateral Row (Machine)",,"",0,"normal",30,15,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Iso-Lateral Row (Machine)",,"",1,"normal",30,13,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Iso-Lateral Row (Machine)",,"",2,"normal",30,12,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Chest Fly (Machine)",,"",0,"normal",40,8,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Chest Fly (Machine)",,"",1,"normal",50,13,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Chest Fly (Machine)",,"",2,"normal",50,9,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Chest Fly (Machine)",,"",3,"normal",50,7,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Leg Extension (Machine)",,"",0,"normal",37.5,8,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Leg Extension (Machine)",,"",1,"normal",56.25,11,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Leg Extension (Machine)",,"",2,"normal",56.25,11,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Leg Extension (Machine)",,"",3,"normal",52.5,10,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Incline Bench Press (Dumbbell)",,"",0,"normal",16,11,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Incline Bench Press (Dumbbell)",,"",1,"normal",16,11,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Incline Bench Press (Dumbbell)",,"",2,"normal",16,8,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",26,17,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",26,16,,,
"Afternoon workout 💪","30 Jun 2026, 18:16","30 Jun 2026, 18:53","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",26,16,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Incline Bench Press (Dumbbell)",,"",0,"normal",16,10,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Incline Bench Press (Dumbbell)",,"",1,"normal",16,10,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Incline Bench Press (Dumbbell)",,"",2,"normal",16,9,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Leg Press (Machine)",,"",0,"normal",80,15,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Leg Press (Machine)",,"",1,"normal",80,14,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Leg Press (Machine)",,"",2,"normal",80,13,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Chest Fly (Machine)",,"",0,"normal",40,8,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Chest Fly (Machine)",,"",1,"normal",50,13,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Chest Fly (Machine)",,"",2,"normal",50,10,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Chest Fly (Machine)",,"",3,"normal",50,7,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Leg Curl (Machine)",,"",0,"normal",50,9,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Leg Curl (Machine)",,"",1,"normal",50,7,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Leg Curl (Machine)",,"",2,"normal",50,6,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Dip Machine",,"",0,"normal",65,10,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Dip Machine",,"",1,"normal",65,9,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Dip Machine",,"",2,"normal",65,8,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Incline Curl (Dumbbell)",,"",0,"normal",7,12,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Incline Curl (Dumbbell)",,"",1,"normal",7,12,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Seated Incline Curl (Dumbbell)",,"",2,"normal",7,12,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Dead Bug",,"",0,"normal",,15,,,
"Morning workout ☀️","28 Jun 2026, 09:08","28 Jun 2026, 10:07","","Dead Bug",,"",1,"normal",,15,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Chest Fly (Machine)",,"",0,"normal",40,8,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Chest Fly (Machine)",,"",1,"normal",50,12,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Chest Fly (Machine)",,"",2,"normal",50,11,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Chest Fly (Machine)",,"",3,"normal",50,9,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Extension (Machine)",,"",0,"normal",37.5,8,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Extension (Machine)",,"",1,"normal",52.5,12,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Extension (Machine)",,"",2,"normal",52.5,12,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Extension (Machine)",,"",3,"normal",52.5,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",0,"normal",16,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",1,"normal",16,9,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",2,"normal",16,8,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Press (Machine)",,"",0,"normal",80,13,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Press (Machine)",,"",1,"normal",80,11,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Leg Press (Machine)",,"",2,"normal",80,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",0,"normal",7,12,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",1,"normal",7,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",2,"normal",7,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Dead Bug",,"",0,"normal",,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Dead Bug",,"",1,"normal",,10,,,
"Evening workout 🏋️","24 Jun 2026, 18:49","24 Jun 2026, 19:42","","Dead Bug",,"",2,"normal",,10,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Lat Pulldown (Cable)",,"",0,"normal",23.5,12,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Lat Pulldown (Cable)",,"",1,"normal",28.5,8,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Lat Pulldown (Cable)",,"",2,"normal",28.5,6,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Dip Machine",,"",0,"normal",65,8,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Dip Machine",,"",1,"normal",65,8,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Dip Machine",,"",2,"normal",65,8,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Leg Curl (Machine)",,"",0,"normal",50,10,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Leg Curl (Machine)",,"",1,"normal",50,7,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Seated Leg Curl (Machine)",,"",2,"normal",50,6,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Row (Machine)",,"",0,"normal",25,15,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Row (Machine)",,"",1,"normal",25,15,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Row (Machine)",,"",2,"normal",25,15,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Triceps Pressdown",,"",0,"normal",20,12,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Triceps Pressdown",,"",1,"normal",20,9,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Triceps Pressdown",,"",2,"normal",20,7,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",11.25,12,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",11.25,11,,,
"Evening workout 🏋️","22 Jun 2026, 18:24","22 Jun 2026, 19:12","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",11.25,8,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Press (Machine)",,"",0,"normal",80,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Press (Machine)",,"",1,"normal",80,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Press (Machine)",,"",2,"normal",80,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Chest Fly (Machine)",,"",0,"normal",45,8,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Chest Fly (Machine)",,"",1,"normal",55,8,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Chest Fly (Machine)",,"",2,"normal",55,7,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Chest Fly (Machine)",,"",3,"normal",55,6,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Extension (Machine)",,"",0,"normal",48.75,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Extension (Machine)",,"",1,"normal",52.5,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Leg Extension (Machine)",,"",2,"normal",52.5,8,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Preacher Curl (Barbell)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Preacher Curl (Barbell)",,"",1,"normal",10,9,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Preacher Curl (Barbell)",,"",2,"normal",10,7,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Lateral Raise (Cable)",,"",0,"normal",2.5,15,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Lateral Raise (Cable)",,"",1,"normal",2.5,12,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Hip Abduction (Machine)",,"",0,"normal",71.25,15,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Hip Abduction (Machine)",,"",1,"normal",71.25,15,,,
"Evening workout 🏋️","18 Jun 2026, 18:18","18 Jun 2026, 19:05","","Hip Abduction (Machine)",,"",2,"normal",71.25,15,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Iso-Lateral Row (Machine)",,"",0,"normal",20,15,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Iso-Lateral Row (Machine)",,"",1,"normal",25,15,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Iso-Lateral Row (Machine)",,"",2,"normal",25,15,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Incline Bench Press (Dumbbell)",,"",0,"normal",14,11,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",14,11,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Incline Bench Press (Dumbbell)",,"",2,"normal",14,9,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Lat Pulldown (Machine)",,"",0,"normal",23.5,10,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Lat Pulldown (Machine)",,"",1,"normal",23.5,9,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Lat Pulldown (Machine)",,"",2,"normal",23.5,8,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,8,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,6,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,5,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",26,17,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",26,16,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",26,16,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Triceps Pressdown",,"",0,"normal",20,10,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Triceps Pressdown",,"",1,"normal",20,8,,,
"Afternoon workout 💪","16 Jun 2026, 18:11","16 Jun 2026, 18:46","","Triceps Pressdown",,"",2,"normal",20,7,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Leg Press (Machine)",,"",0,"normal",80,8,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Leg Press (Machine)",,"",1,"normal",50,8,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Leg Press (Machine)",,"",2,"normal",50,12,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Lying Leg Curl (Machine)",,"",0,"normal",32,10,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Lying Leg Curl (Machine)",,"",1,"normal",32,10,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Lying Leg Curl (Machine)",,"",2,"normal",32,10,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Lunge (Dumbbell)",,"",0,"normal",,20,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Lunge (Dumbbell)",,"",1,"normal",,20,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Dead Bug",,"",0,"normal",,12,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Dead Bug",,"",1,"normal",,12,,,
"Lower Body","4 Feb 2026, 09:18","4 Feb 2026, 11:22","","Dead Bug",,"",2,"normal",,9,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Incline Bench Press (Dumbbell)",,"",0,"normal",14,9,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Incline Bench Press (Dumbbell)",,"",1,"normal",14,9,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Incline Bench Press (Dumbbell)",,"",2,"normal",14,9,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",14,11,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",14,11,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Lat Pulldown (Cable)",,"",0,"normal",20,12,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Lat Pulldown (Cable)",,"",1,"normal",20,8,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Lat Pulldown (Cable)",,"",2,"normal",20,8,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Shoulder Press (Dumbbell)",,"",0,"normal",14,6,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Shoulder Press (Dumbbell)",,"",1,"normal",14,2,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Triceps Pushdown",,"",0,"normal",20,8,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Triceps Pushdown",,"",1,"normal",15,8,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Triceps Pushdown",,"",2,"normal",15,8,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Bicep Curl (Barbell)",,"",0,"normal",12.5,10,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Bicep Curl (Barbell)",,"",1,"normal",12.5,10,,,
"Upper Body","2 Feb 2026, 10:29","2 Feb 2026, 11:06","","Bicep Curl (Barbell)",,"",2,"normal",12.5,11,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Deadlift (Trap bar)",,"",0,"normal",40,6,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Deadlift (Trap bar)",,"",1,"normal",40,6,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Deadlift (Trap bar)",,"",2,"normal",40,6,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Leg Press (Machine)",,"",0,"normal",50,10,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Leg Press (Machine)",,"",1,"normal",50,10,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Leg Press (Machine)",,"",2,"normal",50,10,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Calf Press (Machine)",,"",0,"normal",30,12,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Calf Press (Machine)",,"",1,"normal",30,12,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Calf Press (Machine)",,"",2,"normal",30,12,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Lying Leg Curl (Machine)",,"",0,"normal",32,8,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Lying Leg Curl (Machine)",,"",1,"normal",32,8,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Lying Leg Curl (Machine)",,"",2,"normal",32,8,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Lunge (Dumbbell)",,"",0,"normal",,15,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Lunge (Dumbbell)",,"",1,"normal",,15,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Dead Bug",,"",0,"normal",,12,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Dead Bug",,"",1,"normal",,12,,,
"Lower Body","31 Jan 2026, 17:15","31 Jan 2026, 18:12","","Dead Bug",,"",2,"normal",,9,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Incline Bench Press (Dumbbell)",,"",0,"normal",14,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Incline Bench Press (Dumbbell)",,"",1,"normal",14,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Incline Bench Press (Dumbbell)",,"",2,"normal",14,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Chest Supported Incline Row (Dumbbell)",,"Tough not using some arms by end",0,"normal",14,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Chest Supported Incline Row (Dumbbell)",,"Tough not using some arms by end",1,"normal",14,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Chest Supported Incline Row (Dumbbell)",,"Tough not using some arms by end",2,"normal",14,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Lat Pulldown (Cable)",,"Tough to get bar to chest\nGrip palms away\nTough on bicep hard to isolate back",0,"normal",20,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Lat Pulldown (Cable)",,"Tough to get bar to chest\nGrip palms away\nTough on bicep hard to isolate back",1,"normal",20,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Lat Pulldown (Cable)",,"Tough to get bar to chest\nGrip palms away\nTough on bicep hard to isolate back",2,"normal",20,8,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Shoulder Press (Dumbbell)",,"",0,"normal",12,9,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Shoulder Press (Dumbbell)",,"",1,"normal",12,7,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Triceps Pushdown",,"",0,"normal",15,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Triceps Pushdown",,"",1,"normal",15,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Triceps Pushdown",,"",2,"normal",15,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Bicep Curl (Barbell)",,"",0,"normal",12.5,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Bicep Curl (Barbell)",,"",1,"normal",12.5,10,,,
"Upper Body","29 Jan 2026, 18:10","29 Jan 2026, 18:48","","Bicep Curl (Barbell)",,"",2,"normal",12.5,10,,,
